,t,j,fl,fd
0,0.1,56925777.9356254,291712.4327744426,50234035.13854545
1,0.2,225022339.95384523,555201.9726589279,95795304.31516172
2,0.30000000000000004,561509720.4306436,811753.5948344943,140598338.85359934
3,0.4,1068211223.8558959,1067095.2773606766,185395601.10821754
4,0.5,1749212912.8731594,1322068.5499850246,230242884.1213025
5,0.6,2606823129.603314,1576812.100973703,275129929.67534894
6,0.7,3642571153.60484,1831400.2089658754,320045667.525875
7,0.7999999999999999,4857567633.775362,2085888.8714245944,364982493.5891354
8,0.8999999999999999,6252647388.350217,2340319.0113278525,409935270.25469065
9,0.9999999999999999,7828448460.800522,2594719.321374189,454900418.56197697
10,1.0999999999999999,9057019094.0655,2632194.2620737012,462521834.95926917
11,1.2,9362734309.949068,2635039.8919902337,464047968.79021704
12,1.3,9489453060.778929,2634174.4071686147,464579425.6240997
13,1.4000000000000001,9563343642.73237,2633269.479134831,464863804.8873995
14,1.5000000000000002,9614095507.515575,2632642.031843473,465050723.87735444
15,1.6000000000000003,9651816672.201569,2632270.399806518,465185700.2884189
16,1.7000000000000004,9681074172.285627,2632093.3569467505,465288252.9002001
17,1.8000000000000005,9704375694.889883,2632052.7267773277,465368726.1893906
18,1.9000000000000006,9723286276.541872,2632102.089653707,465433332.73768616
19,2.0000000000000004,9738864533.414618,2632207.016435431,465486109.97226787
20,2.1000000000000005,9751863078.01995,2632342.969678838,465529826.43052834
21,2.2000000000000006,9762834126.530167,2632492.93943856,465566455.7159404
22,2.3000000000000007,9772191568.863567,2632645.43363635,465597446.90505666
23,2.400000000000001,9780250486.15084,2632792.9256797875,465623889.1268799
24,2.500000000000001,9787253732.09985,2632930.7031208347,465646616.8026596
25,2.600000000000001,9793390485.568752,2633056.029566938,465666279.59418464
26,2.700000000000001,9798809528.812857,2633167.540016389,465683390.3590372
27,2.800000000000001,9803628921.518576,2633264.8067081077,465698358.87497264
28,2.9000000000000012,9807943143.748585,2633348.0284028105,465711516.06783795
29,3.0000000000000013,9811828426.65704,2633417.8088807636,465723131.73791456
30,3.1000000000000014,9815346766.91869,2633474.999862749,465733427.73744845
31,3.2000000000000015,9818548974.305908,2633520.5904705212,465742587.9054053
32,3.3000000000000016,9821477002.469696,2633555.630355617,465750765.6525798
33,3.4000000000000017,9824165744.041607,2633581.1771420543,465758089.8190214
34,3.5000000000000018,9826644422.489346,2633598.2613997064,465764669.2446592
35,3.600000000000002,9828937678.38701,2633607.8642046084,465770596.369885
36,3.700000000000002,9831066422.622372,2633610.9036878403,465775950.09692425
37,3.800000000000002,9833048510.761534,2633608.2279259884,465780798.0822836
38,3.900000000000002,9834899279.365376,2633600.6122720167,465785198.5871257
39,4.000000000000002,9836631975.116758,2633588.7596887206,465789201.98134595
40,4.100000000000001,9838258100.245062,2633573.3031149716,465792851.97397685
41,4.200000000000001,9839787692.226297,2633554.809080442,465796186.62581867
42,4.300000000000001,9841229551.579054,2633533.7820837586,465799239.18756616
43,4.4,9842591428.453724,2633510.669333424,465802038.7970779
44,4.5,9843880176.326067,2633485.865603613,465804611.0623018
45,4.6,9845101879.292282,2633459.718031669,465806978.55089563
46,4.699999999999999,9846261958.07091,2633432.5307188747,465809161.2032104
47,4.799999999999999,9847365258.732624,2633404.569097633,465811176.6820146
48,4.899999999999999,9848416127.35609,2633376.063990661,465813040.6698151
49,4.999999999999998,9849418473.15598,2633347.2153526573,465814767.1225317
50,5.099999999999998,9850375822.120451,2633318.195700607,465816368.4866058
51,5.1999999999999975,9851291362.79484,2633289.1532232445,465817855.8854652
52,5.299999999999997,9852167985.548164,2633260.214599756,465819239.2801441
53,5.399999999999997,9853008316.385302,2633231.4875254612,465820527.6080097
54,5.4999999999999964,9853814746.191147,2633203.0629882696,465821728.90294033
55,5.599999999999996,9854589456.129574,2633175.017285395,465822850.39967084
56,5.699999999999996,9855334439.775074,2633147.41384079,465823898.62465334
57,5.799999999999995,9856051522.48314,2633120.3048035507,465824879.47532076
58,5.899999999999995,9856742378.393318,2633093.7324781846,465825798.2894407
59,5.999999999999995,9857408545.406809,2633067.7305863397,465826659.9058782
60,6.099999999999994,9858051438.42533,2633042.3253803435,465827468.71797687
61,6.199999999999994,9858672361.080816,2633017.53663338,465828228.72053736
62,6.299999999999994,9859272516.165411,2632993.378509899,465828943.55125904
63,6.399999999999993,9859853014.922974,2632969.8603278636,465829616.5273176
64,6.499999999999993,9860414885.355608,2632946.9872402404,465830250.6777737
65,6.5999999999999925,9860959079.656876,2632924.7608233513,465830848.772292
66,6.699999999999992,9861486480.889437,2632903.1796042463,465831413.346644
