,t,j,fl,fd
0,0.1,4702953.371183832,8473491.126323137,9460170.027201839
1,0.2,18723122.747319583,13970081.88988306,15479917.724601144
2,0.30000000000000004,41022918.6436098,18963949.63476466,20905223.356752098
3,0.4,71046455.50795084,23886884.490138683,26266077.98542236
4,0.5,109421474.29125927,28800828.567341458,31619715.98527947
5,0.6,156320926.96630323,33714923.02380461,36973263.18610061
6,0.7,211821919.83655947,38630502.1834844,42327675.66858383
7,0.7999999999999999,275972345.8900787,43547591.22656859,47682987.379098855
8,0.8999999999999999,348805588.6244861,48465990.16142873,53039082.06349637
9,0.9999999999999999,430345901.9199561,53385485.64153166,58395833.229557954
10,1.0999999999999999,506877865.78100604,54292139.68646451,59272003.93466713
11,1.2,521312204.63141924,54497154.083216876,59419806.88182125
12,1.3,527042942.520889,54571257.17006566,59465982.728812434
13,1.4000000000000001,530557006.3700457,54610263.23566158,59489323.62673684
14,1.5000000000000002,533066918.6196701,54635230.64418113,59504170.335596144
15,1.6000000000000003,534967956.9260055,54652888.85924735,59514680.952772826
16,1.7000000000000004,536449767.6172202,54666127.75736607,59522579.19765056
17,1.8000000000000005,537624874.4657464,54676439.64575204,59528746.21396807
18,1.9000000000000006,538568253.2288549,54684690.48460347,59533692.35006766
19,2.0000000000000004,539333192.3066154,54691425.00349358,59537738.89407532
20,2.1000000000000005,539958975.1917609,54697006.902873784,59541100.701535635
21,2.2000000000000006,540475191.3959774,54701690.36295513,59543928.17405493
22,2.3000000000000007,540904435.77008,54705659.50451273,59546330.40635517
23,2.400000000000001,541264129.5869122,54709051.57379844,59548388.798994936
24,2.500000000000001,541567808.3949803,54711971.28331249,59550165.49458182
25,2.600000000000001,541826059.321768,54714500.07012539,59551708.8372034
26,2.700000000000001,542047215.3688293,54716702.29230952,59553057.03536055
27,2.800000000000001,542237875.537231,54718629.5048603,59554240.69531719
28,2.9000000000000012,542403297.5303422,54720323.488591105,59555284.61891254
29,3.0000000000000013,542547696.0238435,54721818.44464031,59556209.1078257
