,t,j,fl,fd
0,0.1,13413946.681181515,-13279554.21566009,14490741.55043419
1,0.2,69285191.25377142,-25303990.100151338,27483635.98467474
2,0.30000000000000004,195886937.2563726,-37173205.77758229,40170375.72395667
3,0.4,391929050.34435916,-49050819.04597917,52843306.09899802
4,0.5,659327193.5163596,-60946490.03160657,65522405.70251873
5,0.6,999133767.3982711,-72855400.82404092,78206921.2341684
6,0.7,1412064110.921171,-84773487.55110882,90895274.87993246
7,0.7999999999999999,1898636269.87414,-96698087.76526004,103586367.342162
8,0.8999999999999999,2459225550.7546773,-108627456.93048471,116279468.51531425
9,0.9999999999999999,3094101191.7723045,-120560414.75840048,128974081.45110716
10,1.0999999999999999,3737841784.7322254,-122621779.2165411,130894715.92139716
11,1.2,3844036867.558916,-123086380.99415717,131167143.22933368
12,1.3,3886272487.2450166,-123258287.14864752,131245116.23645787
13,1.4000000000000001,3913702148.181241,-123349875.06803715,131283900.03343855
14,1.5000000000000002,3933950577.560549,-123408234.6923631,131308377.29913475
15,1.6000000000000003,3949425296.2123055,-123448888.2679562,131325431.8489139
16,1.7000000000000004,3961412675.469161,-123478732.05797759,131337957.39051935
17,1.8000000000000005,3970771440.7407002,-123501429.32875559,131347477.58621557
18,1.9000000000000006,3978123607.482344,-123519147.68625666,131354897.05077398
19,2.0000000000000004,3983934004.6723003,-123533263.98950645,131360793.55180514
20,2.1000000000000005,3988554444.977693,-123544697.9431058,131365554.9605364
21,2.2000000000000006,3992252751.7828617,-123554087.60351068,131369451.43388113
22,2.3000000000000007,3995233489.6729703,-123561889.06747033,131372676.63647217
23,2.400000000000001,3997653318.739381,-123568436.45007604,131375372.69543879
24,2.500000000000001,3999632533.382256,-123573979.61602098,131377645.99290177
25,2.600000000000001,4001263779.381459,-123578708.77541608,131379577.516994
26,2.700000000000001,4002618650.2903676,-123582770.99250545,131381229.84356016
27,2.800000000000001,4003752681.8136687,-123586281.54312074,131382651.95997173
28,2.9000000000000012,4004709134.912046,-123589331.89634372,131383882.66762687
29,3.0000000000000013,4005521863.492638,-123591995.42981805,131384953.02569872
30,3.1000000000000014,4006217490.6603813,-123594331.59117495,131385888.13460796
31,3.2000000000000015,4006817062.840455,-123596388.97384627,131386708.45645867
32,3.3000000000000016,4007337309.534065,-123598207.62177503,131387430.80536559
33,3.4000000000000017,4007791604.986214,-123599820.77792189,131388069.09903842
34,3.5000000000000018,4008190704.287108,-123601256.22601733,131388634.9353451
35,3.600000000000002,4008543308.5215173,-123602537.33100887,131389138.03903505
36,3.700000000000002,4008856500.1098685,-123603683.8537452,131389586.61104524
37,3.800000000000002,4009136079.3622727,-123604712.59456113,131389987.60398923
38,3.900000000000002,4009386825.6755886,-123605637.90598075,131390346.9411473
39,4.000000000000002,4009612701.0780306,-123606472.10427572,131390669.69185737
40,4.100000000000001,4009817009.5390444,-123607225.80223212,131390960.21297815
41,4.200000000000001,4010002522.2295737,-123607908.18006171,131391222.2637514
42,4.300000000000001,4010171576.4816313,-123608527.2072472,131391459.09962271
43,4.4,4010326154.3520103,-123609089.82541217,131391673.54934852
44,4.5,4010467945.320366,-123609602.09977897,131391868.07872592
45,4.6,4010598396.577399,-123610069.34536336,131392044.84352943
46,4.699999999999999,4010718753.579537,-123610496.23253728,131392205.73370826
47,4.799999999999999,4010830092.9284744,-123610886.87585533,131392352.41046596
48,4.899999999999999,4010933349.169375,-123611244.90900405,131392486.33750325
49,4.999999999999998,4011029336.7474117,-123611573.54840313,131392608.80745216
50,5.099999999999998,4011118768.0981946,-123611875.64730291,131392720.96433991
51,5.1999999999999975,4011202268.623559,-123612153.74204758,131392823.82273503
52,5.299999999999997,4011280389.1569567,-123612410.09168437,131392918.28415032
53,5.399999999999997,4011353616.3846917,-123612646.71205421,131393005.15109883
54,5.4999999999999964,4011422381.604618,-123612865.4052086,131393085.13923088
55,5.599999999999996,4011487068.117594,-123613067.78483653,131393158.88779387
56,5.699999999999996,4011548017.493529,-123613255.29833904,131393226.96871519
57,5.799999999999995,4011605534.903779,-123613429.24602373,131393289.89447133
58,5.899999999999995,4011659893.6791387,-123613590.79782555,131393348.12495314
59,5.999999999999995,4011711339.2176113,-123613741.0079504,131393402.07345267
60,6.099999999999994,4011760092.349542,-123613880.82767703,131393452.1119003
61,6.199999999999994,4011806352.23868,-123614011.11659195,131393498.57544865
62,6.299999999999994,4011850298.901813,-123614132.65245862,131393541.76651657
63,6.399999999999993,4011892095.390495,-123614246.13996716,131393581.95832133
64,6.499999999999993,4011931889.6946464,-123614352.21838167,131393619.39801592
65,6.5999999999999925,4011969816.405515,-123614451.46835315,131393654.30943744
66,6.699999999999992,4012005998.1690245,-123614544.41793613,131393686.89555703
67,6.799999999999992,4012040546.9608135,-123614631.54792097,131393717.34063989
68,6.8999999999999915,4012073565.2107735,-123614713.29657902,131393745.812152
69,6.999999999999991,4012105146.788077,-123614790.06388606,131393772.46248059
70,7.099999999999991,4012135377.8753815,-123614862.21526946,131393797.43043056
71,7.19999999999999,4012164337.740355,-123614930.0849723,131393820.8425803
72,7.29999999999999,4012192099.4186177,-123614993.97904174,131393842.81449243
73,7.39999999999999,4012218730.318304,-123615054.1780083,131393863.45176923
74,7.499999999999989,4012244292.7622447,-123615110.93927273,131393882.85102119
75,7.599999999999989,4012268844.465583,-123615164.49928169,131393901.10073182
76,7.699999999999989,4012292438.9640136,-123615215.0754354,131393918.2820124
77,7.799999999999988,4012315125.9958825,-123615262.86783963,131393934.46930306
78,7.899999999999988,4012336951.8432136,-123615308.06084286,131393949.73098505
79,7.999999999999988,4012357959.6383266,-123615350.82445833,131393964.12993778
80,8.099999999999987,4012378189.637445,-123615391.31562886,131393977.72403932
81,8.199999999999987,4012397679.467064,-123615429.67937371,131393990.56661616
82,8.299999999999986,4012416464.345886,-123615466.04979894,131394002.70684855
83,8.399999999999986,4012434577.282773,-123615500.55105898,131394014.19013968
84,8.499999999999986,4012452049.2585354,-123615533.29819171,131394025.05844265
85,8.599999999999985,4012468909.3866744,-123615564.39787127,131394035.35055873
86,8.699999999999985,4012485185.059816,-123615593.94912139,131394045.10240631
87,8.799999999999985,4012500902.084718,-123615622.04393151,131394054.34727271
88,8.899999999999984,4012516084.799929,-123615648.76784006,131394063.1160271
89,8.999999999999984,4012530756.187048,-123615674.20044926,131394071.43732518
90,9.099999999999984,4012544937.9682918,-123615698.4158962,131394079.33778852
91,9.199999999999983,4012558650.697856,-123615721.4832859,131394086.84217887
92,9.299999999999983,4012571913.8443213,-123615743.46709266,131394093.9735377
